MSSubClass,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,LotFrontage_was_missing,MasVnrArea_was_missing,BsmtQual_was_missing,BsmtCond_was_missing,BsmtExposure_was_missing,BsmtFinType1_was_missing,BsmtFinType2_was_missing,Electrical_was_missing,FireplaceQu_was_missing,GarageType_was_missing,GarageYrBlt_was_missing,GarageFinish_was_missing,GarageQual_was_missing,GarageCond_was_missing,TotalBsmtSF_log,1stFlrSF_log,LotArea_log,GrLivArea_log,LotFrontage_log,BsmtUnfSF_log,GarageArea_log,MasVnrArea_nonzero,BsmtFinSF1_nonzero,BsmtFinSF2_nonzero,2ndFlrSF_nonzero,LowQualFinSF_nonzero,BsmtFullBath_nonzero,BsmtHalfBath_nonzero,HalfBath_nonzero,Fireplaces_nonzero,WoodDeckSF_nonzero,OpenPorchSF_nonzero,EnclosedPorch_nonzero,3SsnPorch_nonzero,ScreenPorch_nonzero,PoolArea_nonzero,MiscVal_nonzero,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_RFn,GarageFinish_Unf,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,HouseAge,YearsSinceRemod,Remodeled,TotalArea,HasLotFrontage,LogGrLivArea,LogTotalArea,LogLotArea,QualArea,SalePrice
70,80.0,16560,3,3,6,8,1932,1950,0.0,3,3,4,3,1,3,503.0,1,0.0,449,952,3,5,1170,1175.0,0.0,2345,0.0,0.0,2,1.0,4,1,3,9,7,1.0,4,1932.0,2,360,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952.0,7.065613363597717,9.714805812589491,7.76046702921342,80.0,449.0,360.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,74,56,1,6002.0,1,7.76046702921342,8.700014623251842,9.714805812589491,14070,239000
50,85.0,10678,4,3,8,5,1992,2000,337.0,4,3,4,3,1,6,700.0,1,0.0,983,1683,5,5,2129,743.0,0.0,2872,0.0,0.0,2,1.0,4,1,4,9,7,1.0,3,1992.0,2,541,3,3,3,0.0,33.0,0.0,0.0,0.0,0.0,0.0,4,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683.0,7.6638772587034705,9.276034475171546,7.96311205897929,85.0,983.0,541.0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,7,1,7968.0,1,7.96311205897929,8.983314293397749,9.276034475171546,22976,285000
20,37.0,6951,3,3,5,5,1984,1985,0.0,3,3,3,3,1,5,658.0,1,0.0,218,876,3,5,923,0.0,0.0,923,1.0,0.0,1,0.0,3,1,3,5,7,0.0,4,1984.0,1,264,3,3,3,362.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,876.0,6.828712071641684,8.846784666945227,6.828712071641684,37.0,218.0,264.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,24,23,1,2986.0,1,6.828712071641684,8.00202481821611,8.846784666945227,4615,119500
50,60.0,3950,4,3,6,8,1926,2004,0.0,3,3,3,3,1,3,468.0,1,0.0,350,818,3,5,818,406.0,0.0,1224,0.0,0.0,1,0.0,3,1,3,5,7,0.0,4,1926.0,1,210,3,3,1,0.0,0.0,116.0,0.0,0.0,0.0,0.0,12,2009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,818.0,6.70808408385307,8.281723990411392,7.110696122978827,60.0,350.0,210.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,83,5,1,3476.0,1,7.110696122978827,8.153925132007862,8.281723990411392,7344,115000
50,54.0,7681,3,3,5,6,1921,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,731,731,5,5,820,523.0,0.0,1343,0.0,0.0,1,1.0,3,1,3,7,7,1.0,4,1921.0,1,186,2,3,3,192.0,0.0,102.0,0.0,0.0,0.0,0.0,7,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731.0,6.710523109452428,8.94663520890585,7.203405521083095,54.0,731.0,186.0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,88,59,1,3603.0,1,7.203405521083095,8.189799618728228,8.94663520890585,6715,154900
20,77.0,8335,4,3,5,5,1954,1954,0.0,3,3,3,3,1,1,0.0,1,0.0,0,0,4,5,1124,0.0,0.0,1124,0.0,0.0,1,0.0,3,1,3,5,5,1.0,4,1957.5,0,0,3,3,1,0.0,36.0,190.0,0.0,0.0,0.0,0.0,4,2006,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0.0,7.025538314638521,9.028338763993148,7.025538314638521,77.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,52,52,0,2248.0,1,7.025538314638521,7.718240951959316,9.028338763993148,5620,93000
60,85.0,11170,2,3,7,5,1990,1991,0.0,3,3,4,3,1,2,1216.0,1,0.0,0,1216,5,5,1298,1216.0,0.0,2514,0.0,0.0,2,1.0,4,1,3,8,7,0.0,4,1990.0,2,693,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2006,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1216.0,7.1693500166706,9.321076413570848,7.83002808253384,85.0,0.0,693.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,15,1,6937.0,1,7.83002808253384,8.844768827529695,9.321076413570848,17598,250000
120,64.0,5587,3,2,8,5,2008,2008,186.0,5,3,5,3,4,6,1480.0,1,0.0,120,1600,5,5,1652,0.0,0.0,1652,1.0,1.0,2,0.0,2,1,4,5,7,1.0,4,2008.0,2,482,3,3,3,162.0,53.0,0.0,153.0,0.0,0.0,0.0,11,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0,7.410347097821024,8.628376720376853,7.410347097821024,64.0,120.0,482.0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5386.0,1,7.410347097821024,8.591743922680534,8.628376720376853,13216,392500
60,160.0,15623,3,3,10,5,1996,1996,0.0,4,3,5,3,3,6,1650.000000000002,1,0.0,300,2396,5,5,2411,1539.4,0.0,4476,1.0,0.0,3,1.0,4,1,5,10,7,2.0,3,1996.0,3,813,3,3,3,171.0,78.0,0.0,0.0,0.0,555.0,0.0,7,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2396.0,7.788211557847076,9.656563472556515,8.406708458240965,137.41000000000008,300.0,813.0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,11,0,11635.4,1,8.406708458240965,9.361893395098502,9.656563472556515,44760,745000
30,60.0,10800,4,3,5,6,1920,1950,0.0,3,3,3,3,1,3,821.0,1,0.0,299,1120,5,5,1130,0.0,0.0,1130,1.0,0.0,1,0.0,2,1,3,5,7,1.0,4,1970.0,2,720,3,3,3,229.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.0,7.030857476116121,9.287394001418473,7.030857476116121,60.0,299.0,720.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,86,56,1,4100.0,1,7.030857476116121,8.31898612539206,9.287394001418473,5650,120000
20,50.0,35133,4,2,5,4,1963,1963,226.0,3,3,3,3,4,3,1159.0,1,0.0,413,1572,4,5,1572,0.0,0.0,1572,1.0,0.0,1,1.0,3,1,3,5,7,2.0,3,1963.0,3,995,3,3,3,0.0,263.0,0.0,0.0,263.0,0.0,0.0,5,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572.0,7.360739903058278,10.466924601573329,7.360739903058278,50.0,413.0,995.0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,44,44,0,5711.0,1,7.360739903058278,8.65032450401942,10.466924601573329,7860,186700
50,60.0,9738,4,3,5,7,1924,1950,0.0,3,4,3,3,1,4,392.0,1,0.0,392,784,4,5,949,272.0,0.0,1221,1.0,0.0,1,0.0,4,1,3,7,7,0.0,4,1965.0,1,392,3,3,3,0.0,0.0,236.0,0.0,0.0,0.0,0.0,3,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,784.0,6.856461984594587,9.1838937219612,7.108244139731541,60.0,392.0,392.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,82,56,1,3618.0,1,7.108244139731541,8.193953023563742,9.1838937219612,6105,104900
190,107.0,10615,3,2,3,5,1900,1970,0.0,3,3,2,3,2,4,440.0,1,0.0,538,978,3,5,1014,685.0,0.0,1699,1.0,0.0,2,0.0,3,2,3,7,7,0.0,4,1920.0,2,420,2,2,3,0.0,74.0,0.0,0.0,0.0,0.0,0.0,8,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,978.0,6.922643891475888,9.270117576012044,7.438383530044307,107.0,538.0,420.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,109,39,1,4796.0,1,7.438383530044307,8.475746001502063,9.270117576012044,5097,95000
20,89.0,12461,4,3,8,5,1994,1995,0.0,4,3,4,3,1,6,1456.0,1,0.0,168,1624,5,5,1624,0.0,0.0,1624,1.0,0.0,2,0.0,2,1,4,5,7,1.0,2,1994.0,3,757,3,3,3,0.0,114.0,192.0,0.0,0.0,0.0,0.0,7,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624.0,7.393263094763838,9.430439293104167,7.393263094763838,89.0,168.0,757.0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,11,1,5629.0,1,7.393263094763838,8.635864721133736,9.430439293104167,12992,262000
60,68.0,8935,3,3,7,5,2002,2002,95.0,4,3,4,3,1,1,0.0,1,0.0,831,831,5,5,831,829.0,0.0,1660,0.0,0.0,2,1.0,3,1,4,7,7,0.0,4,2002.0,2,493,3,3,3,144.0,68.0,0.0,0.0,0.0,0.0,0.0,7,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,831.0,6.723832440821209,9.097843340749037,7.415175109613295,68.0,831.0,493.0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,7,0,4644.0,1,7.415175109613295,8.443546651247939,9.097843340749037,11620,195000
60,60.0,7500,4,3,7,5,1999,1999,0.0,3,3,3,3,1,1,0.0,1,0.0,994,994,4,5,1028,776.0,0.0,1804,0.0,0.0,2,1.0,3,1,4,7,7,1.0,3,1999.0,2,442,3,3,3,140.0,60.0,0.0,0.0,0.0,0.0,0.0,6,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994.0,6.9363427358340495,8.922791623969637,7.498315870766981,60.0,994.0,442.0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,11,0,5044.0,1,7.498315870766981,8.52615293278771,8.922791623969637,12628,189000
190,73.0,32463,4,2,4,4,1961,1975,149.0,3,4,3,3,3,4,1159.0,1,0.0,90,1249,5,5,1622,0.0,0.0,1622,1.0,0.0,1,0.0,3,1,3,7,7,1.0,3,1975.0,4,1356,3,3,3,439.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1249.0,7.392031567514591,10.387887062065596,7.392031567514591,73.0,90.0,1356.0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46,32,1,5849.0,1,7.392031567514591,8.674196940225903,10.387887062065596,6488,168000
160,24.0,2645,4,3,8,5,1999,2000,456.0,4,3,4,3,1,1,0.0,1,0.0,776,776,5,5,764,677.0,0.0,1441,0.0,0.0,2,1.0,2,1,4,5,7,0.0,4,1999.0,2,492,3,3,3,206.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,776.0,6.639875833826536,7.880804344674901,7.273786317844895,24.0,776.0,492.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,8,7,1,4150.0,1,7.273786317844895,8.33110454805304,7.880804344674901,11528,174000
50,60.0,9600,4,3,5,8,1925,1994,0.0,3,3,3,3,2,1,0.0,1,0.0,702,702,4,5,842,630.0,0.0,1472,0.0,0.0,1,0.0,3,1,4,6,7,0.0,4,1925.0,1,250,3,2,2,0.0,0.0,84.0,0.0,0.0,0.0,0.0,7,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,702.0,6.736966958001855,9.169622538697624,7.29505641646263,60.0,702.0,250.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,82,13,1,3896.0,1,7.29505641646263,8.26796230533871,9.169622538697624,7360,125000
120,73.0,4500,4,3,6,5,1999,1999,425.0,3,3,5,3,1,6,883.0,1,0.0,341,1224,5,5,1224,0.0,0.0,1224,1.0,0.0,2,0.0,2,1,3,5,7,0.0,4,1999.0,2,402,3,3,3,0.0,304.0,0.0,0.0,0.0,0.0,0.0,6,2009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1224.0,7.110696122978827,8.412054873292933,7.110696122978827,73.0,341.0,402.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,10,0,4074.0,1,7.110696122978827,8.312626025674962,8.412054873292933,7344,165000
